,region_name,region_type,year,crime_viol_rt,hh_inc_med_adj,hh_u18_pct,pop_65p_pct,pop_num
0,New York City,City,2000,7.6,"$72,300",34.0%,11.7%,"8,008,278"
1,New York City,City,2001,6.8,,,,
2,New York City,City,2002,6.4,,,,
3,New York City,City,2003,6.0,,,,
4,New York City,City,2004,5.7,,,,
5,New York City,City,2005,5.6,"$53,780",32.7%,11.9%,"7,956,113"
6,New York City,City,2005-2009,,,,,
7,New York City,City,2006,5.3,"$70,390",32.3%,12.1%,"8,214,426"
8,New York City,City,2006-2010,,,,,
9,New York City,City,2007,5.1,"$71,620",32.2%,12.2%,"8,274,527"
10,New York City,City,2007-2011,,,,,
11,New York City,City,2008,5.1,"$72,450",31.6%,12.4%,"8,363,710"
12,New York City,City,2008-2012,,,,,
13,New York City,City,2009,4.6,"$70,610",31.4%,12.1%,"8,391,881"
14,New York City,City,2009-2013,,,,,
15,New York City,City,2010,4.7,"$67,630",31.5%,12.2%,"8,184,899"
16,New York City,City,2010-2014,,,,,
17,New York City,City,2011,4.9,"$66,730",31.3%,12.3%,"8,244,910"
18,New York City,City,2011-2015,,,,,
19,New York City,City,2012,5.1,"$67,340",30.5%,12.5%,"8,336,697"
20,New York City,City,2012-2016,,,,,
21,New York City,City,2013,5.1,"$67,960",30.5%,12.8%,"8,405,837"
22,New York City,City,2013-2017,,,,,
23,New York City,City,2014,4.7,"$68,060",29.5%,12.9%,"8,491,079"
24,New York City,City,2014-2018,,,,,
25,New York City,City,2015,4.8,"$71,510",29.6%,13.2%,"8,550,405"
26,New York City,City,2015-2019,,,,,
27,New York City,City,2016,4.7,"$74,690",29.1%,13.5%,"8,537,673"
28,New York City,City,2016-2020,,,,,
29,New York City,City,2017,4.4,"$75,770",28.8%,14.3%,8622698
30,New York City,City,2017-2021,,,,,
31,New York City,City,2018,4.3,"$77,920",28.3%,14.8%,"8,398,748"
32,New York City,City,2018-2022,,,,,
33,New York City,City,2019,4.4,"$83,390",27.1%,15.4%,8336817
34,New York City,City,2019-2023,,,,,
35,New York City,City,2020,4.1,,,,
36,New York City,City,2021,4.4,"$77,750",25.8%,16.3%,"8,467,513"
37,New York City,City,2022,5.2,"$80,490",25.7%,16.7%,8335897
38,New York City,City,2023,5.3,"$79,480",25.3%,17.3%,"8,258,035"
39,New York City,City,2024,5.4,,,,
40,Manhattan,Borough,2000,8.4,"$88,800",19.7%,12.2%,"1,529,375"
41,Manhattan,Borough,2001,7.4,,,,
42,Manhattan,Borough,2002,7.0,,,,
43,Manhattan,Borough,2003,6.6,,,,
44,Manhattan,Borough,2004,6.3,,,,
45,Manhattan,Borough,2005,6.2,"$69,310",19.5%,12.8%,1529774
46,Manhattan,Borough,2005-2009,,,,,
47,Manhattan,Borough,2006,5.7,"$90,880",20.2%,12.7%,1611581
48,Manhattan,Borough,2006-2010,,,,,
49,Manhattan,Borough,2007,5.4,"$94,570",19.5%,12.6%,1620867
50,Manhattan,Borough,2007-2011,,,,,
51,Manhattan,Borough,2008,5.3,"$97,830",19.7%,12.9%,1634795
52,Manhattan,Borough,2008-2012,,,,,
53,Manhattan,Borough,2009,4.7,"$96,960",19.4%,12.7%,1629054
54,Manhattan,Borough,2009-2013,,,,,
55,Manhattan,Borough,2010,4.6,"$88,570",18.2%,13.5%,1586698
56,Manhattan,Borough,2010-2014,,,,,
57,Manhattan,Borough,2011,4.6,"$89,450",18.5%,13.7%,"1,601,948"
58,Manhattan,Borough,2011-2015,,,,,
59,Manhattan,Borough,2012,4.7,"$88,780",18.2%,14.0%,"1,619,090"
60,Manhattan,Borough,2012-2016,,,,,
61,Manhattan,Borough,2013,4.5,"$93,940",18.0%,14.2%,1626159
62,Manhattan,Borough,2013-2017,,,,,
63,Manhattan,Borough,2014,4.2,"$97,720",18.1%,14.4%,1636268
64,Manhattan,Borough,2014-2018,,,,,
65,Manhattan,Borough,2015,4.5,"$96,940",16.9%,14.6%,1644518
66,Manhattan,Borough,2015-2019,,,,,
67,Manhattan,Borough,2016,4.5,"$98,420",18.5%,14.9%,"1,643,734"
68,Manhattan,Borough,2016-2020,,,,,
69,Manhattan,Borough,2017,4.4,"$105,880",17.9%,16.0%,"1,664,727"
70,Manhattan,Borough,2017-2021,,,,,
71,Manhattan,Borough,2018,4.4,"$103,890",18.2%,16.5%,"1,628,701"
72,Manhattan,Borough,2018-2022,,,,,
73,Manhattan,Borough,2019,4.7,"$112,520",16.6%,17.0%,"1,628,706"
74,Manhattan,Borough,2019-2023,,,,,
75,Manhattan,Borough,2020,4.2,,,,
76,Manhattan,Borough,2021,5.2,"$96,540",16.5%,18.3%,1576876
77,Manhattan,Borough,2022,5.8,"$103,310",16.8%,18.4%,"1,596,273"
78,Manhattan,Borough,2023,5.5,"$104,910",16.2%,18.8%,1597451
79,Manhattan,Borough,2024,5.7,,,,
80,Bronx,Borough,2000,9.8,"$52,130",43.8%,10.1%,1327690
81,Bronx,Borough,2001,8.7,,,,
82,Bronx,Borough,2002,8.4,,,,
83,Bronx,Borough,2003,7.9,,,,
84,Bronx,Borough,2004,7.6,,,,
85,Bronx,Borough,2005,7.5,"$36,190",43.9%,9.7%,"1,309,640"
86,Bronx,Borough,2005-2009,,,,,
87,Bronx,Borough,2006,7.3,"$47,690",41.3%,10.3%,"1,361,473"
88,Bronx,Borough,2006-2010,,,,,
89,Bronx,Borough,2007,7.0,"$50,300",42.0%,10.5%,"1,373,659"
90,Bronx,Borough,2007-2011,,,,,
91,Bronx,Borough,2008,7.1,"$49,660",40.3%,10.6%,1391903
92,Bronx,Borough,2008-2012,,,,,
93,Bronx,Borough,2009,6.7,"$46,420",40.0%,10.5%,"1,397,287"
94,Bronx,Borough,2009-2013,,,,,
95,Bronx,Borough,2010,6.9,"$45,190",41.3%,10.6%,1386657
96,Bronx,Borough,2010-2014,,,,,
97,Bronx,Borough,2011,6.9,"$43,250",41.2%,10.7%,1392002
98,Bronx,Borough,2011-2015,,,,,
99,Bronx,Borough,2012,7.3,"$42,950",39.2%,10.9%,1408473
100,Bronx,Borough,2012-2016,,,,,
101,Bronx,Borough,2013,7.5,"$42,950",38.4%,11.2%,1418733
102,Bronx,Borough,2013-2017,,,,,
103,Bronx,Borough,2014,7.2,"$43,300",38.5%,11.2%,1438159
104,Bronx,Borough,2014-2018,,,,,
105,Bronx,Borough,2015,7.7,"$45,120",37.9%,11.4%,1455444
106,Bronx,Borough,2015-2019,,,,,
107,Bronx,Borough,2016,7.8,"$47,620",36.9%,11.7%,1455720
108,Bronx,Borough,2016-2020,,,,,
109,Bronx,Borough,2017,7.1,"$46,550",38.6%,12.4%,1471160
110,Bronx,Borough,2017-2021,,,,,
111,Bronx,Borough,2018,6.9,"$46,980",35.7%,12.8%,1432132
112,Bronx,Borough,2018-2022,,,,,
113,Bronx,Borough,2019,7.2,"$49,780",32.9%,13.4%,1418207
114,Bronx,Borough,2019-2023,,,,,
115,Bronx,Borough,2020,6.7,,,,
116,Bronx,Borough,2021,7.4,"$49,180",33.3%,14.0%,"1,424,948"
117,Bronx,Borough,2022,8.9,"$49,050",32.5%,14.4%,1379946
118,Bronx,Borough,2023,9.3,"$48,610",31.3%,15.3%,"1,356,476"
119,Bronx,Borough,2024,9.4,,,,
120,Brooklyn,Borough,2000,9.1,"$60,680",38.2%,11.5%,"2,465,326"
121,Brooklyn,Borough,2001,8.1,,,,
122,Brooklyn,Borough,2002,7.5,,,,
123,Brooklyn,Borough,2003,7.0,,,,
124,Brooklyn,Borough,2004,6.5,,,,
125,Brooklyn,Borough,2005,6.4,"$46,220",35.1%,11.8%,2446016
126,Brooklyn,Borough,2005-2009,,,,,
127,Brooklyn,Borough,2006,5.9,"$61,170",34.7%,12.0%,2508820
128,Brooklyn,Borough,2006-2010,,,,,
129,Brooklyn,Borough,2007,5.7,"$60,980",34.4%,12.2%,"2,528,050"
130,Brooklyn,Borough,2007-2011,,,,,
131,Brooklyn,Borough,2008,5.7,"$61,490",34.0%,12.3%,"2,556,598"
132,Brooklyn,Borough,2008-2012,,,,,
133,Brooklyn,Borough,2009,5.1,"$60,920",34.1%,11.7%,"2,567,098"
134,Brooklyn,Borough,2009-2013,,,,,
135,Brooklyn,Borough,2010,5.2,"$58,480",34.2%,11.5%,"2,508,340"
136,Brooklyn,Borough,2010-2014,,,,,
137,Brooklyn,Borough,2011,5.7,"$57,680",33.4%,11.5%,"2,532,645"
138,Brooklyn,Borough,2011-2015,,,,,
139,Brooklyn,Borough,2012,5.8,"$59,850",33.3%,11.7%,"2,565,635"
140,Brooklyn,Borough,2012-2016,,,,,
141,Brooklyn,Borough,2013,5.7,"$61,840",33.8%,12.0%,"2,592,149"
142,Brooklyn,Borough,2013-2017,,,,,
143,Brooklyn,Borough,2014,5.3,"$61,600",31.8%,12.1%,"2,621,793"
144,Brooklyn,Borough,2014-2018,,,,,
145,Brooklyn,Borough,2015,5.1,"$65,600",32.0%,12.4%,"2,636,735"
146,Brooklyn,Borough,2015-2019,,,,,
147,Brooklyn,Borough,2016,4.8,"$69,990",30.6%,12.7%,"2,629,150"
148,Brooklyn,Borough,2016-2020,,,,,
149,Brooklyn,Borough,2017,4.5,"$70,870",30.2%,13.5%,"2,648,771"
150,Brooklyn,Borough,2017-2021,,,,,
151,Brooklyn,Borough,2018,4.4,"$74,770",29.8%,13.9%,"2,582,830"
152,Brooklyn,Borough,2018-2022,,,,,
153,Brooklyn,Borough,2019,4.3,"$80,420",29.8%,14.4%,2559903
154,Brooklyn,Borough,2019-2023,,,,,
155,Brooklyn,Borough,2020,3.9,,,,
156,Brooklyn,Borough,2021,4.0,"$77,250",27.2%,15.1%,2641052
157,Brooklyn,Borough,2022,4.6,"$79,690",26.4%,15.6%,2590516
158,Brooklyn,Borough,2023,4.6,"$79,830",25.9%,16.2%,2561225
159,Brooklyn,Borough,2024,4.5,,,,
160,Queens,Borough,2000,5.2,"$80,130",35.9%,12.6%,"2,242,159"
161,Queens,Borough,2001,4.7,,,,
162,Queens,Borough,2002,4.4,,,,
163,Queens,Borough,2003,4.0,,,,
164,Queens,Borough,2004,3.8,,,,
165,Queens,Borough,2005,3.8,"$59,550",33.9%,12.7%,2215339
166,Queens,Borough,2005-2009,,,,,
167,Queens,Borough,2006,3.7,"$77,520",34.3%,13.0%,2255175
168,Queens,Borough,2006-2010,,,,,
169,Queens,Borough,2007,3.5,"$78,300",34.1%,13.2%,2270338
170,Queens,Borough,2007-2011,,,,,
171,Queens,Borough,2008,3.6,"$79,430",33.5%,13.3%,2293007
172,Queens,Borough,2008-2012,,,,,
173,Queens,Borough,2009,3.3,"$77,790",32.9%,13.0%,2306712
174,Queens,Borough,2009-2013,,,,,
175,Queens,Borough,2010,3.5,"$73,610",33.7%,12.9%,2233841
176,Queens,Borough,2010-2014,,,,,
177,Queens,Borough,2011,3.7,"$72,280",33.7%,12.9%,2247848
178,Queens,Borough,2011-2015,,,,,
179,Queens,Borough,2012,3.8,"$72,390",32.3%,13.2%,2272771
180,Queens,Borough,2012-2016,,,,,
181,Queens,Borough,2013,3.7,"$73,650",32.4%,13.4%,"2,296,175"
182,Queens,Borough,2013-2017,,,,,
183,Queens,Borough,2014,3.4,"$73,510",31.2%,13.6%,"2,321,580"
184,Queens,Borough,2014-2018,,,,,
185,Queens,Borough,2015,3.4,"$77,500",32.3%,13.8%,2339150
186,Queens,Borough,2015-2019,,,,,
187,Queens,Borough,2016,3.2,"$78,940",31.0%,14.3%,2333054
188,Queens,Borough,2016-2020,,,,,
189,Queens,Borough,2017,3.1,"$80,290",30.1%,15.0%,2358582
190,Queens,Borough,2017-2021,,,,,
191,Queens,Borough,2018,3.1,"$84,660",30.0%,15.7%,"2,278,906"
192,Queens,Borough,2018-2022,,,,,
193,Queens,Borough,2019,3.2,"$88,540",29.4%,16.3%,"2,253,858"
194,Queens,Borough,2019-2023,,,,,
195,Queens,Borough,2020,3.0,,,,
196,Queens,Borough,2021,3.1,"$83,770",26.0%,17.3%,2331143
197,Queens,Borough,2022,3.7,"$86,810",27.5%,18.0%,"2,278,029"
198,Queens,Borough,2023,4.0,"$85,040",27.6%,18.7%,2252196
199,Queens,Borough,2024,4.3,,,,
200,Staten Island,Borough,2000,2.7,"$103,920",38.5%,11.6%,443728
201,Staten Island,Borough,2001,2.4,,,,
202,Staten Island,Borough,2002,2.3,,,,
203,Staten Island,Borough,2003,2.0,,,,
204,Staten Island,Borough,2004,2.3,,,,
205,Staten Island,Borough,2005,2.4,"$78,040",40.8%,11.1%,"455,344"
206,Staten Island,Borough,2005-2009,,,,,
207,Staten Island,Borough,2006,2.1,"$103,910",38.7%,11.8%,"477,377"
208,Staten Island,Borough,2006-2010,,,,,
209,Staten Island,Borough,2007,2.2,"$98,650",40.0%,11.9%,"481,613"
210,Staten Island,Borough,2007-2011,,,,,
211,Staten Island,Borough,2008,2.2,"$104,720",39.3%,12.1%,"487,407"
212,Staten Island,Borough,2008-2012,,,,,
213,Staten Island,Borough,2009,2.1,"$93,550",37.9%,12.5%,"491,730"
214,Staten Island,Borough,2009-2013,,,,,
215,Staten Island,Borough,2010,2.1,"$97,900",36.8%,12.7%,"469,363"
216,Staten Island,Borough,2010-2014,,,,,
217,Staten Island,Borough,2011,2.2,"$95,220",36.9%,13.0%,470467
218,Staten Island,Borough,2011-2015,,,,,
219,Staten Island,Borough,2012,2.6,"$93,890",36.6%,13.7%,470728
220,Staten Island,Borough,2012-2016,,,,,
221,Staten Island,Borough,2013,2.7,"$90,610",34.6%,14.1%,472621
222,Staten Island,Borough,2013-2017,,,,,
223,Staten Island,Borough,2014,2.4,"$91,340",34.0%,14.4%,473279
224,Staten Island,Borough,2014-2018,,,,,
225,Staten Island,Borough,2015,2.6,"$91,870",36.4%,15.0%,474558
226,Staten Island,Borough,2015-2019,,,,,
227,Staten Island,Borough,2016,2.5,"$97,960",36.6%,15.4%,476015
228,Staten Island,Borough,2016-2020,,,,,
229,Staten Island,Borough,2017,2.2,"$98,580",35.6%,15.8%,479458
230,Staten Island,Borough,2017-2021,,,,,
231,Staten Island,Borough,2018,2.1,"$100,350",34.0%,16.2%,476179
232,Staten Island,Borough,2018-2022,,,,,
233,Staten Island,Borough,2019,2.0,"$107,920",31.1%,16.7%,476143
234,Staten Island,Borough,2019-2023,,,,,
235,Staten Island,Borough,2020,1.9,,,,
236,Staten Island,Borough,2021,1.8,"$98,390",32.5%,17.0%,"493,494"
237,Staten Island,Borough,2022,2.3,"$100,390",33.8%,17.4%,491133
238,Staten Island,Borough,2023,2.7,"$99,170",33.1%,17.7%,"490,687"
239,Staten Island,Borough,2024,2.6,,,,
240,Greenwich Village/Financial District,Sub-Borough Area,2000,,"$130,660",11.4%,10.5%,"125,567"
241,Greenwich Village/Financial District,Sub-Borough Area,2001,,,,,
242,Greenwich Village/Financial District,Sub-Borough Area,2002,,,,,
243,Greenwich Village/Financial District,Sub-Borough Area,2003,,,,,
244,Greenwich Village/Financial District,Sub-Borough Area,2004,,,,,
245,Greenwich Village/Financial District,Sub-Borough Area,2005,,"$115,100",11.8%,9.8%,126659
246,Greenwich Village/Financial District,Sub-Borough Area,2005-2009,,,,,
247,Greenwich Village/Financial District,Sub-Borough Area,2006,,"$143,660",13.9%,9.8%,147198
248,Greenwich Village/Financial District,Sub-Borough Area,2006-2010,,,,,
249,Greenwich Village/Financial District,Sub-Borough Area,2007,,"$154,590",14.2%,8.7%,"139,597"
250,Greenwich Village/Financial District,Sub-Borough Area,2007-2011,,,,,
251,Greenwich Village/Financial District,Sub-Borough Area,2008,,"$149,840",18.2%,8.5%,"152,633"
252,Greenwich Village/Financial District,Sub-Borough Area,2008-2012,,,,,
253,Greenwich Village/Financial District,Sub-Borough Area,2009,,"$143,650",14.0%,10.3%,"140,133"
254,Greenwich Village/Financial District,Sub-Borough Area,2009-2013,,,,,
255,Greenwich Village/Financial District,Sub-Borough Area,2010,,"$141,690",12.7%,11.2%,"144,944"
256,Greenwich Village/Financial District,Sub-Borough Area,2010-2014,,,,,
257,Greenwich Village/Financial District,Sub-Borough Area,2011,,"$161,720",13.6%,11.1%,"146,491"
258,Greenwich Village/Financial District,Sub-Borough Area,2011-2015,,,,,
259,Greenwich Village/Financial District,Sub-Borough Area,2012,,"$136,120",14.3%,10.2%,"147,935"
260,Greenwich Village/Financial District,Sub-Borough Area,2012-2016,,,,,
261,Greenwich Village/Financial District,Sub-Borough Area,2013,,"$163,060",16.5%,9.5%,"159,732"
262,Greenwich Village/Financial District,Sub-Borough Area,2013-2017,,,,,
263,Greenwich Village/Financial District,Sub-Borough Area,2014,,"$154,360",13.9%,12.4%,"159,903"
264,Greenwich Village/Financial District,Sub-Borough Area,2014-2018,,,,,
265,Greenwich Village/Financial District,Sub-Borough Area,2015,,"$156,680",14.3%,11.4%,"153,302"
266,Greenwich Village/Financial District,Sub-Borough Area,2015-2019,,,,,
267,Greenwich Village/Financial District,Sub-Borough Area,2016,,"$174,120",18.2%,11.6%,"152,813"
268,Greenwich Village/Financial District,Sub-Borough Area,2016-2020,,,,,
269,Greenwich Village/Financial District,Sub-Borough Area,2017,,"$180,320",16.1%,14.3%,"148,982"
270,Greenwich Village/Financial District,Sub-Borough Area,2017-2021,,,,,
271,Greenwich Village/Financial District,Sub-Borough Area,2018,,"$180,940",17.0%,13.9%,"151,979"
272,Greenwich Village/Financial District,Sub-Borough Area,2018-2022,,,,,
273,Greenwich Village/Financial District,Sub-Borough Area,2019,,"$194,750",15.3%,13.5%,"164,514"
274,Greenwich Village/Financial District,Sub-Borough Area,2019-2023,,,,,
275,Greenwich Village/Financial District,Sub-Borough Area,2020,,,,,
276,Greenwich Village/Financial District,Sub-Borough Area,2021,,"$162,980",12.9%,17.6%,146667
277,Greenwich Village/Financial District,Sub-Borough Area,2022,,"$171,650",13.7%,15.2%,149102
278,Greenwich Village/Financial District,Sub-Borough Area,2023,,"$206,490",16.5%,11.6%,"152,282"
279,Greenwich Village/Financial District,Sub-Borough Area,2024,,,,,
280,Lower East Side/Chinatown,Sub-Borough Area,2000,,"$54,760",22.1%,13.4%,"166,379"
281,Lower East Side/Chinatown,Sub-Borough Area,2001,,,,,
282,Lower East Side/Chinatown,Sub-Borough Area,2002,,,,,
283,Lower East Side/Chinatown,Sub-Borough Area,2003,,,,,
284,Lower East Side/Chinatown,Sub-Borough Area,2004,,,,,
285,Lower East Side/Chinatown,Sub-Borough Area,2005,,"$39,690",18.1%,14.6%,145556
286,Lower East Side/Chinatown,Sub-Borough Area,2005-2009,,,,,
287,Lower East Side/Chinatown,Sub-Borough Area,2006,,"$55,880",18.3%,13.7%,178669
288,Lower East Side/Chinatown,Sub-Borough Area,2006-2010,,,,,
289,Lower East Side/Chinatown,Sub-Borough Area,2007,,"$47,180",17.3%,15.4%,172403
290,Lower East Side/Chinatown,Sub-Borough Area,2007-2011,,,,,
291,Lower East Side/Chinatown,Sub-Borough Area,2008,,"$51,790",17.1%,16.1%,168794
292,Lower East Side/Chinatown,Sub-Borough Area,2008-2012,,,,,
293,Lower East Side/Chinatown,Sub-Borough Area,2009,,"$58,220",19.2%,14.0%,162014
294,Lower East Side/Chinatown,Sub-Borough Area,2009-2013,,,,,
295,Lower East Side/Chinatown,Sub-Borough Area,2010,,"$58,710",16.3%,14.3%,159009
296,Lower East Side/Chinatown,Sub-Borough Area,2010-2014,,,,,
297,Lower East Side/Chinatown,Sub-Borough Area,2011,,"$52,840",20.5%,14.4%,165774
298,Lower East Side/Chinatown,Sub-Borough Area,2011-2015,,,,,
299,Lower East Side/Chinatown,Sub-Borough Area,2012,,"$54,020",17.9%,13.2%,"167,050"
300,Lower East Side/Chinatown,Sub-Borough Area,2012-2016,,,,,
301,Lower East Side/Chinatown,Sub-Borough Area,2013,,"$52,220",16.1%,17.3%,"163,820"
302,Lower East Side/Chinatown,Sub-Borough Area,2013-2017,,,,,
303,Lower East Side/Chinatown,Sub-Borough Area,2014,,"$53,130",13.3%,15.4%,152453
304,Lower East Side/Chinatown,Sub-Borough Area,2014-2018,,,,,
305,Lower East Side/Chinatown,Sub-Borough Area,2015,,"$54,220",14.5%,15.9%,164036
306,Lower East Side/Chinatown,Sub-Borough Area,2015-2019,,,,,
307,Lower East Side/Chinatown,Sub-Borough Area,2016,,"$52,290",14.0%,17.1%,"159,296"
308,Lower East Side/Chinatown,Sub-Borough Area,2016-2020,,,,,
309,Lower East Side/Chinatown,Sub-Borough Area,2017,,"$49,270",16.3%,19.5%,"160,490"
310,Lower East Side/Chinatown,Sub-Borough Area,2017-2021,,,,,
311,Lower East Side/Chinatown,Sub-Borough Area,2018,,"$59,080",12.6%,18.0%,"155,408"
312,Lower East Side/Chinatown,Sub-Borough Area,2018-2022,,,,,
313,Lower East Side/Chinatown,Sub-Borough Area,2019,,"$49,620",12.3%,22.2%,"167,128"
314,Lower East Side/Chinatown,Sub-Borough Area,2019-2023,,,,,
315,Lower East Side/Chinatown,Sub-Borough Area,2020,,,,,
316,Lower East Side/Chinatown,Sub-Borough Area,2021,,"$56,810",12.5%,18.8%,141066
317,Lower East Side/Chinatown,Sub-Borough Area,2022,,"$60,760",12.5%,21.9%,"141,787"
318,Lower East Side/Chinatown,Sub-Borough Area,2023,,"$56,550",11.4%,22.0%,148789
319,Lower East Side/Chinatown,Sub-Borough Area,2024,,,,,
320,Chelsea/Clinton/Midtown,Sub-Borough Area,2000,,"$103,850",8.4%,11.4%,122241
321,Chelsea/Clinton/Midtown,Sub-Borough Area,2001,,,,,
322,Chelsea/Clinton/Midtown,Sub-Borough Area,2002,,,,,
323,Chelsea/Clinton/Midtown,Sub-Borough Area,2003,,,,,
324,Chelsea/Clinton/Midtown,Sub-Borough Area,2004,,,,,
325,Chelsea/Clinton/Midtown,Sub-Borough Area,2005,,"$87,400",8.7%,11.5%,"133,175"
326,Chelsea/Clinton/Midtown,Sub-Borough Area,2005-2009,,,,,
327,Chelsea/Clinton/Midtown,Sub-Borough Area,2006,,"$110,100",8.7%,11.3%,"131,439"
328,Chelsea/Clinton/Midtown,Sub-Borough Area,2006-2010,,,,,
329,Chelsea/Clinton/Midtown,Sub-Borough Area,2007,,"$116,910",8.1%,11.5%,"133,169"
330,Chelsea/Clinton/Midtown,Sub-Borough Area,2007-2011,,,,,
331,Chelsea/Clinton/Midtown,Sub-Borough Area,2008,,"$112,450",8.0%,9.9%,"145,155"
332,Chelsea/Clinton/Midtown,Sub-Borough Area,2008-2012,,,,,
333,Chelsea/Clinton/Midtown,Sub-Borough Area,2009,,"$115,390",8.7%,11.7%,147472
334,Chelsea/Clinton/Midtown,Sub-Borough Area,2009-2013,,,,,
335,Chelsea/Clinton/Midtown,Sub-Borough Area,2010,,"$108,010",9.2%,11.9%,134471
336,Chelsea/Clinton/Midtown,Sub-Borough Area,2010-2014,,,,,
337,Chelsea/Clinton/Midtown,Sub-Borough Area,2011,,"$112,020",8.9%,11.1%,143051
338,Chelsea/Clinton/Midtown,Sub-Borough Area,2011-2015,,,,,
339,Chelsea/Clinton/Midtown,Sub-Borough Area,2012,,"$114,160",8.8%,11.9%,141068
340,Chelsea/Clinton/Midtown,Sub-Borough Area,2012-2016,,,,,
341,Chelsea/Clinton/Midtown,Sub-Borough Area,2013,,"$130,950",8.5%,11.3%,146996
342,Chelsea/Clinton/Midtown,Sub-Borough Area,2013-2017,,,,,
343,Chelsea/Clinton/Midtown,Sub-Borough Area,2014,,"$126,580",9.1%,13.0%,149447
344,Chelsea/Clinton/Midtown,Sub-Borough Area,2014-2018,,,,,
345,Chelsea/Clinton/Midtown,Sub-Borough Area,2015,,"$131,190",8.6%,12.1%,159606
346,Chelsea/Clinton/Midtown,Sub-Borough Area,2015-2019,,,,,
347,Chelsea/Clinton/Midtown,Sub-Borough Area,2016,,"$128,870",9.3%,11.6%,140247
348,Chelsea/Clinton/Midtown,Sub-Borough Area,2016-2020,,,,,
349,Chelsea/Clinton/Midtown,Sub-Borough Area,2017,,"$126,930",8.4%,13.5%,152455
350,Chelsea/Clinton/Midtown,Sub-Borough Area,2017-2021,,,,,
351,Chelsea/Clinton/Midtown,Sub-Borough Area,2018,,"$123,450",11.5%,14.1%,165452
352,Chelsea/Clinton/Midtown,Sub-Borough Area,2018-2022,,,,,
353,Chelsea/Clinton/Midtown,Sub-Borough Area,2019,,"$144,480",8.7%,16.4%,167290
354,Chelsea/Clinton/Midtown,Sub-Borough Area,2019-2023,,,,,
355,Chelsea/Clinton/Midtown,Sub-Borough Area,2020,,,,,
356,Chelsea/Clinton/Midtown,Sub-Borough Area,2021,,"$106,150",7.9%,15.2%,"151,924"
357,Chelsea/Clinton/Midtown,Sub-Borough Area,2022,,"$118,660",7.0%,15.8%,"112,582"
358,Chelsea/Clinton/Midtown,Sub-Borough Area,2023,,"$127,380",10.0%,16.2%,"121,493"
359,Chelsea/Clinton/Midtown,Sub-Borough Area,2024,,,,,
360,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2000,,"$128,400",8.4%,14.6%,"143,441"
361,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2001,,,,,
362,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2002,,,,,
363,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2003,,,,,
364,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2004,,,,,
365,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2005,,"$106,650",10.1%,14.8%,"146,269"
366,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2005-2009,,,,,
367,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2006,,"$135,860",10.1%,14.6%,"138,971"
368,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2006-2010,,,,,
369,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2007,,"$142,740",11.4%,14.5%,"144,403"
370,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2007-2011,,,,,
371,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2008,,"$152,850",10.2%,14.6%,"149,132"
372,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2008-2012,,,,,
373,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2009,,"$139,290",11.6%,13.3%,"155,527"
374,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2009-2013,,,,,
375,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2010,,"$126,430",10.8%,14.4%,"145,044"
376,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2010-2014,,,,,
377,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2011,,"$137,000",7.6%,15.1%,"147,757"
378,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2011-2015,,,,,
379,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2012,,"$122,300",8.4%,15.4%,"141,157"
380,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2012-2016,,,,,
381,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2013,,"$140,640",7.6%,16.7%,"147,069"
382,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2013-2017,,,,,
383,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2014,,"$135,650",8.9%,19.3%,"143,349"
384,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2014-2018,,,,,
385,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2015,,"$137,060",7.3%,17.7%,"140,575"
386,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2015-2019,,,,,
387,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2016,,"$140,100",12.2%,17.7%,"141,162"
388,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2016-2020,,,,,
389,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2017,,"$139,880",9.9%,17.8%,"149,674"
390,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2017-2021,,,,,
